Date,AAPL,AMGN,AMZN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,GS,HD,HON,IBM,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,NVDA,PG,SHW,TRV,UNH,V,VZ,WMT
2018-01-17,42.08719253540039,150.93646240234375,64.75,91.17963409423828,334.51007080078125,142.3997344970703,109.25712585449219,33.075809478759766,96.98019409179688,107.56259155273438,215.84100341796875,167.56736755371094,130.77267456054688,115.87762451171875,120.18757629394531,92.137939453125,37.291725158691406,147.56893920898438,158.9423370361328,47.559043884277344,83.34845733642578,58.64948654174805,5.556764602661133,74.81114959716797,133.44020080566406,116.46044158935547,214.03857421875,116.02644348144531,35.16401290893555,30.324831008911133
2018-01-18,42.124786376953125,150.59927368164062,64.66600036621094,90.3652114868164,324.1700744628906,142.67860412597656,110.97480773925781,33.15608596801758,96.4160385131836,106.07359313964844,213.56051635742188,166.31785583496094,130.25254821777344,116.20052337646484,120.13846588134766,92.35812377929688,37.33951187133789,147.2231903076172,157.53297424316406,46.86898422241211,83.31149291992188,58.92522048950195,5.549839496612549,74.53839111328125,134.63418579101562,116.8688735961914,218.28466796875,117.10130310058594,35.04843521118164,30.797264099121094
2018-01-19,41.93679428100586,151.95602416992188,64.72899627685547,88.70922088623047,321.8542785644531,144.68231201171875,111.13368225097656,33.14806365966797,96.20356750488281,106.23690795898438,217.94285583496094,168.8335723876953,131.00379943847656,111.56267547607422,120.498291015625,92.1542739868164,37.56253433227539,148.5303497314453,158.98715209960938,46.9839973449707,83.21900177001953,61.77450180053711,5.690044403076172,75.27403259277344,134.6466827392578,117.30287170410156,218.4552459716797,116.7112808227539,35.2932014465332,30.88289451599121
2018-01-22,41.59370040893555,154.40464782714844,66.3655014038086,88.97162628173828,322.1116027832031,145.0897979736328,112.08684539794922,33.44510269165039,97.12674713134766,106.72682189941406,222.5379638671875,171.45840454101562,130.8799591064453,111.72071838378906,121.1361312866211,93.23064422607422,37.737770080566406,148.60618591308594,158.42344665527344,46.96098327636719,84.70772552490234,61.02081298828125,5.778571128845215,75.9517822265625,133.5152587890625,118.57929992675781,218.64376831054688,118.26174926757812,36.34702682495117,31.136837005615234
2018-01-23,41.603111267089844,154.13169860839844,68.12699890136719,88.6639633178711,319.8148498535156,143.85023498535156,112.4343490600586,33.798336029052734,95.99839782714844,106.06399536132812,221.3211212158203,171.827392578125,131.7467498779297,114.22859954833984,115.97633361816406,93.13280487060547,37.79350662231445,149.11228942871094,157.78924560546875,47.30601501464844,84.97586822509766,61.71015167236328,5.90764856338501,73.6043930053711,134.14976501464844,124.45930480957031,220.12493896484375,118.56612396240234,36.190650939941406,31.26970100402832
2018-01-24,40.9404182434082,153.0398406982422,67.87550354003906,89.85845947265625,318.9571838378906,142.9248504638672,112.04712677001953,33.85453796386719,96.26948547363281,106.15044403076172,226.0778045654297,172.93429565429688,132.0604705810547,113.62393951416016,116.1726303100586,94.32337188720703,38.096187591552734,148.5303497314453,158.67324829101562,46.907325744628906,84.90190124511719,62.500606536865234,5.83074426651001,72.99272918701172,134.20286560058594,125.61662292480469,219.80178833007812,118.47097778320312,36.863739013671875,31.237224578857422
2018-01-25,40.2095947265625,152.59829711914062,68.89749908447266,90.21136474609375,326.98138427734375,143.79930114746094,111.16345977783203,33.637779235839844,95.72726440429688,106.198486328125,228.92852783203125,172.22149658203125,133.60421752929688,113.6926498413086,118.07785034179688,94.34781646728516,38.1041374206543,148.1424102783203,161.66493225097656,46.999332427978516,85.37346649169922,62.23405838012695,5.844346046447754,73.01753997802734,132.72764587402344,126.33995819091797,220.0980224609375,119.10829162597656,36.91134262084961,31.476402282714844
2018-01-26,40.30359649658203,157.35894775390625,70.10250091552734,90.15707397460938,327.0862121582031,141.83807373046875,112.89107513427734,34.16763687133789,96.1229476928711,107.77393341064453,228.1711883544922,173.78128051757812,136.20462036132812,114.97752380371094,118.83834075927734,94.8534164428711,38.653717041015625,150.41944885253906,165.6815948486328,47.56669616699219,86.97313690185547,62.53738784790039,6.01694393157959,72.51336669921875,132.4213104248047,127.1483383178711,223.05148315429688,120.15460205078125,37.203697204589844,32.00494384765625
2018-01-29,39.4693717956543,158.95657348632812,70.88400268554688,89.95801544189453,324.7990417480469,138.03443908691406,112.49393463134766,34.40045166015625,94.13732147216797,107.1495132446289,231.8642578125,171.8441619873047,133.29873657226562,114.6064682006836,117.48910522460938,94.75555419921875,37.99263381958008,149.92189025878906,164.00320434570312,47.252349853515625,86.84365844726562,62.11458969116211,6.1039838790893555,71.79425048828125,131.51805114746094,126.75687408447266,222.09988403320312,118.74683380126953,36.80255126953125,32.34746170043945
2018-01-30,39.23672866821289,153.55369567871094,71.89099884033203,89.32450866699219,321.8351745605469,139.03627014160156,111.43154907226562,33.918758392333984,91.75606536865234,105.77579498291016,228.85198974609375,169.23611450195312,131.23492431640625,112.42156219482422,116.46697235107422,93.86672973632812,37.76164627075195,145.4605255126953,161.13963317871094,46.5009651184082,85.75257873535156,61.88480758666992,6.001858711242676,71.86860656738281,131.69622802734375,126.55262756347656,212.440673828125,117.51979064941406,36.64618682861328,31.810068130493164
2018-01-31,39.344818115234375,149.36293029785156,72.54450225830078,89.9489517211914,337.7120666503906,138.2042236328125,113.09959411621094,33.3487663269043,91.8439712524414,104.39248657226562,227.9584503173828,168.47299194335938,131.8127899169922,112.47653198242188,112.99988555908203,94.32337188720703,37.905033111572266,144.33047485351562,160.47341918945312,45.427574157714844,87.85153198242188,62.702816009521484,6.0780205726623535,71.36442565917969,130.3678436279297,127.57379913330078,212.5573272705078,118.16661834716797,36.76176452636719,31.476402282714844
2018-02-01,39.42707443237305,148.96958923339844,69.5,90.49190521240234,340.1612854003906,137.74575805664062,111.93791961669922,33.47722244262695,92.00515747070312,106.14085388183594,231.6515350341797,167.63438415527344,131.7963104248047,111.58329772949219,114.49628448486328,95.30191040039062,37.79350662231445,144.97140502929688,158.83343505859375,45.895263671875,87.1580581665039,62.178924560546875,5.946966171264648,70.95941162109375,128.8113555908203,127.64183044433594,211.15689086914062,119.58386993408203,36.91814041137695,31.157508850097656
2018-02-02,37.716312408447266,150.1336669921875,71.49749755859375,87.48756408691406,332.5087585449219,133.71290588378906,109.99185180664062,32.859046936035156,86.88359832763672,104.42131805419922,221.2786102294922,162.66160583496094,129.31967163085938,109.26778411865234,112.58284759521484,93.18987274169922,37.22003173828125,142.84620666503906,157.05894470214844,44.89854049682617,84.86490631103516,61.783695220947266,5.774366855621338,69.63694763183594,125.99835968017578,125.89740753173828,208.15866088867188,115.0086669921875,36.02067565917969,30.850421905517578
2018-02-05,36.77400207519531,140.2911834716797,69.5,83.26158905029297,313.4202880859375,128.27064514160156,106.8841323852539,31.133005142211914,82.5167007446289,100.57875061035156,211.97779846191406,153.55447387695312,123.97026062011719,104.8017349243164,106.6216812133789,88.72120666503906,35.754493713378906,138.18246459960938,148.26333618164062,43.24246597290039,81.36969757080078,59.18256759643555,5.284266948699951,67.00022888183594,122.90415954589844,120.42584991455078,197.51193237304688,110.5951156616211,34.334537506103516,29.554161071777344
